INSTNM,STABBR,CONTROL,PREDDEG,COSTT4_A,NPT4_PUB,NPT4_PRIV,MD_EARN_WNE_P10,GRAD_DEBT_MDN,C150_4,UGDS
Summit Christian College,NE,2,3,26634.0,,18188.0,,PS,0.6667,17.0
College of Saint Mary,NE,2,3,33989.0,,14986.0,54338.0,24250,0.5941,455.0
Southeast Community College Area,NE,1,2,12319.0,8470.0,,43405.0,11000,,6235.0
Union Adventist University,NE,2,3,40586.0,,20884.0,55045.0,27000,0.4586,439.0
Nebraska College of Technical Agriculture,NE,1,2,19088.0,13843.0,,56887.0,21000,,228.0
Wayne State College,NE,1,3,21310.0,15108.0,,47075.0,19000,0.557,3041.0
Western Nebraska Community College,NE,1,2,12550.0,4974.0,,38729.0,9000,,948.0
York University,NE,2,3,33136.0,,20129.0,44130.0,21500,0.374,443.0
Academy of Hair Design-Las Vegas,NV,3,1,,,20435.0,24391.0,6333,,213.0
College of Southern Nevada,NV,1,2,13270.0,6329.0,,38087.0,8000,0.1785,27790.0
Las Vegas College,NV,3,1,33134.0,,29115.0,31398.0,8279,0.5789,545.0
University of Nevada-Las Vegas,NV,1,3,19440.0,10011.0,,55037.0,19450,0.5012,24131.0
University of Nevada-Reno,NV,1,3,24702.0,15402.0,,60614.0,18922,0.6245,15723.0
Great Basin College,NV,1,1,12010.0,7523.0,,39289.0,15750,0.5153,1855.0
Truckee Meadows Community College,NV,1,1,15874.0,7457.0,,44573.0,11000,0.2817,6752.0
Western Nevada College,NV,1,1,19595.0,12424.0,,41987.0,10500,0.3663,1967.0
Colby-Sawyer College,NH,2,3,65807.0,,25857.0,46474.0,27000,0.6162,778.0
Dartmouth College,NH,2,3,83802.0,,28619.0,97434.0,17500,0.9604,4367.0
Empire Beauty School-Laconia,NH,3,1,,,9538.0,33546.0,7942,,82.0
Empire Beauty School-Somersworth,NH,3,1,,,10198.0,,6333,,168.0
Franklin Pierce University,NH,2,3,61955.0,,26906.0,53353.0,27000,0.461,1055.0
University of New Hampshire-Franklin Pierce School of Law,NH,1,4,,,,66479.0,26814,,
Keene Beauty Academy,NH,3,1,,,15087.0,,9833,,93.0
Magdalen College,NH,2,3,36856.0,,15922.0,35809.0,PS,0.5333,58.0
New England College,NH,2,3,60896.0,,30299.0,42092.0,26000,0.3109,980.0
Southern New Hampshire University,NH,2,3,37524.0,,33742.0,50318.0,21082,0.4487,156755.0
New Hampshire Institute for Therapeutic Arts,NH,3,1,,,20682.0,,PS,,24.0
University of New Hampshire-Main Campus,NH,1,3,34567.0,23261.0,,66479.0,26814,0.7645,11230.0
Keene State College,NH,1,3,29524.0,19164.0,,54368.0,25749,0.5844,2680.0
University of New Hampshire at Manchester,NH,1,3,22605.0,13302.0,,66479.0,26814,0.6508,486.0
Plymouth State University,NH,1,3,29257.0,19685.0,,57304.0,26000,0.4743,3298.0
NHTI-Concord's Community College,NH,1,2,23210.0,20134.0,,48943.0,14650,,2186.0
White Mountains Community College,NH,1,1,20388.0,16767.0,,35037.0,11000,,430.0
River Valley Community College,NH,1,2,24442.0,20455.0,,44700.0,16226,,610.0
Lakes Region Community College,NH,1,2,22877.0,19607.0,,51182.0,18525,,493.0
Manchester Community College,NH,1,2,17069.0,13846.0,,49063.0,15060,,1610.0
Nashua Community College,NH,1,2,18752.0,15026.0,,46164.0,11000,,1039.0
Great Bay Community College,NH,1,2,22016.0,18587.0,,42397.0,13828,,1262.0
Paul Mitchell the School-Portsmouth,NH,3,1,,,26009.0,,9833,,61.0
Rivier University,NH,2,3,50999.0,,27692.0,52248.0,26956,0.5871,1312.0
Saint Anselm College,NH,2,3,65067.0,,34744.0,73371.0,27000,0.8315,2032.0
St Joseph School of Nursing,NH,2,2,,,,,16550,,89.0
University of New Hampshire College of Professional Studies Online,NH,1,3,19236.0,14106.0,,66479.0,26814,0.1429,1019.0
Thomas More College of Liberal Arts,NH,2,3,38889.0,,21511.0,53565.0,25000,0.6154,95.0
Eastwick College-Hackensack,NJ,3,2,38705.0,,35162.0,39762.0,13264,0.44,874.0
Assumption College for Sisters,NJ,2,2,,,,,,,35.0
Atlantic Cape Community College,NJ,1,2,15261.0,8502.0,,34241.0,9500,,3860.0
Fortis Institute-Wayne,NJ,3,1,,,22441.0,36920.0,9500,,404.0
Bergen Community College,NJ,1,2,15317.0,9376.0,,46624.0,12000,,10597.0
Berkeley College-Woodland Park,NJ,3,3,38702.0,,20549.0,40251.0,23251,0.4476,1798.0
Beth Medrash Govoha,NJ,2,3,,,,47544.0,PS,,3532.0
Bloomfield College of Montclair State University,NJ,2,3,44298.0,,18778.0,45902.0,26746,0.3105,901.0
Brookdale Community College,NJ,1,2,15369.0,8882.0,,44379.0,12000,,7898.0
Rowan College at Burlington County,NJ,1,2,11965.0,6101.0,,44745.0,10500,,6174.0
Caldwell University,NJ,2,3,53586.0,,21188.0,53843.0,25000,0.587,1437.0
Camden County College,NJ,1,2,11538.0,5124.0,,41212.0,11851,,6555.0
Centenary University,NJ,2,3,51351.0,,19037.0,53726.0,23163,0.5659,934.0
Adult and Continuing Education-BCTS,NJ,1,1,,14358.0,,49739.0,3608,,54.0
Lincoln Technical Institute-Iselin,NJ,3,1,,,40179.0,31914.0,10521,,586.0
American Institute-Clifton,NJ,3,1,,,17695.0,28710.0,11979,,735.0
County College of Morris,NJ,1,2,14629.0,9259.0,,50243.0,9000,,5315.0
Rowan College of South Jersey-Cumberland Campus,NJ,1,2,12920.0,6549.0,,41751.0,12000,,2077.0
Drew University,NJ,2,3,61378.0,,25644.0,63646.0,25288,0.7243,1510.0
Lincoln Technical Institute-South Plainfield,NJ,3,1,,,28743.0,46396.0,11730,,324.0
Essex County College,NJ,1,2,11821.0,4622.0,,37230.0,PS,,5643.0
Empire Beauty School-Union,NJ,3,1,,,18215.0,23925.0,13000,,113.0
Fairleigh Dickinson University-Metropolitan Campus,NJ,2,3,47791.0,,15266.0,57273.0,25000,0.6171,2578.0
Felician University,NJ,2,3,50346.0,,41315.0,57602.0,25000,0.4968,1754.0
Fairleigh Dickinson University-Florham Campus,NJ,2,3,52840.0,,24415.0,57273.0,25000,0.723,1958.0
Hohokus School of Trade and Technical Sciences,NJ,3,1,,,22064.0,43917.0,7600,,134.0
Georgian Court University,NJ,2,3,49198.0,,20218.0,53096.0,21816,0.5509,1174.0
Rowan University,NJ,1,3,34116.0,22185.0,,59988.0,20500,0.6828,14647.0
Rowan College of South Jersey-Gloucester Campus,NJ,1,2,14302.0,10818.0,,41751.0,12000,,4424.0
Empire Beauty School-Cherry Hill,NJ,3,1,,,20034.0,24397.0,10667,,125.0
Eastwick College-Ramsey,NJ,3,2,33887.0,,28162.0,51725.0,16084,0.6364,929.0
Holy Name Medical Center-Sister Claire Tynan School of Nursing,NJ,2,1,24635.0,,21187.0,87408.0,20000,,181.0
Hudson County Community College,NJ,1,2,13014.0,5902.0,,34333.0,10500,,6386.0
New Jersey City University,NJ,1,3,23668.0,11732.0,,52745.0,18500,0.3874,4076.0
Kean University,NJ,1,3,24924.0,12168.0,,57237.0,23250,0.4338,10842.0
Lincoln Technical Institute-Union,NJ,3,1,,,25407.0,46396.0,11730,,1648.0
Rizzieri Aveda School for Beauty and Wellness,NJ,3,1,,,16964.0,29601.0,5500,,381.0
Mercer County Community College,NJ,1,2,12337.0,5342.0,,43264.0,10500,,5169.0
Middlesex College,NJ,1,2,13721.0,6000.0,,46861.0,9750,,8321.0
Monmouth University,NJ,2,3,60113.0,,31650.0,67991.0,27000,0.7033,3831.0
Montclair State University,NJ,1,3,25926.0,14159.0,,61415.0,22000,0.6426,17677.0
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,NJ,2,1,39193.0,,33035.0,73894.0,21000,,572.0
Eastwick College-Nutley,NJ,3,2,22900.0,,17537.0,42827.0,11775,,456.0
New Brunswick Theological Seminary,NJ,2,4,,,,,PS,,
Robert Fiance Beauty Schools-West New York,NJ,3,1,,,,18123.0,6701,,229.0
New Jersey Institute of Technology,NJ,1,3,32228.0,16496.0,,84276.0,21000,0.7311,8762.0
Ocean County College,NJ,1,2,16424.0,10576.0,,45210.0,11150,,5566.0
P B Cosmetology Education Center,NJ,3,1,,,22005.0,26800.0,7667,,113.0
Parisian Beauty School,NJ,3,1,,,21316.0,27767.0,7667,,464.0
Passaic County Community College,NJ,1,2,14717.0,7857.0,,36972.0,7536,,4546.0
Pennco Tech-Blackwood,NJ,3,1,,,22036.0,42013.0,8331,,996.0
Princeton Theological Seminary,NJ,2,4,,,,,PS,,
Princeton University,NJ,2,3,80440.0,,10555.0,110066.0,10320,0.9709,5579.0
Rabbinical College of America,NJ,2,3,25000.0,,13452.0,34990.0,PS,0.1833,197.0
Ramapo College of New Jersey,NJ,1,3,30176.0,20360.0,,67541.0,21000,0.7186,4664.0
Robert Fiance Beauty Schools,FL,3,1,,,29356.0,27359.0,7062,,185.0
Rider University,NJ,2,3,53982.0,,25287.0,62208.0,26130,0.6332,3192.0
Rutgers University-Camden,NJ,1,3,33812.0,18803.0,,74479.0,21500,0.6645,3819.0
Rutgers University-New Brunswick,NJ,1,3,35232.0,23519.0,,74479.0,21500,0.8501,36357.0
Rutgers University-Newark,NJ,1,3,33749.0,19407.0,,74479.0,21500,0.676,7187.0
Capital Health School of Radiologic Technology,NJ,2,1,,,,,PS,,15.0
Capital Health School of Nursing,NJ,2,1,,,,,PS,,53.0
Saint Peter's University,NJ,2,3,50052.0,,12973.0,57815.0,20500,0.6313,1939.0
Salem Community College,NJ,1,2,16706.0,9837.0,,38020.0,9500,,908.0
Seton Hall University,NJ,2,3,64996.0,,28921.0,70196.0,22750,0.7147,5924.0
Shore Beauty School,NJ,3,1,,,21578.0,21377.0,6333,,174.0
Saint Elizabeth University,NJ,2,3,52328.0,,17949.0,53038.0,24934,0.4024,636.0
Raritan Valley Community College,NJ,1,2,13039.0,6613.0,,48145.0,10500,,5272.0
Stevens Institute of Technology,NJ,2,3,76449.0,,40468.0,108772.0,27000,0.8988,4084.0
Stockton University,NJ,1,3,32159.0,19634.0,,57602.0,20500,0.7197,7770.0
Talmudical Academy-New Jersey,NJ,2,3,21300.0,,6666.0,40344.0,PS,0.1,78.0
Aviation Institute of Maintenance-Teterboro,NJ,3,1,26064.0,,22592.0,73971.0,14279,,500.0
Thomas Edison State University,NJ,1,3,,,,69331.0,12500,,6685.0
The College of New Jersey,NJ,1,3,37070.0,25458.0,,73323.0,23250,0.8523,6831.0
UCNJ Union College of Union County New Jersey,NJ,1,2,13752.0,7251.0,,41595.0,15091,,7760.0
William Paterson University of New Jersey,NJ,1,3,26555.0,17764.0,,57780.0,22334,0.4771,6526.0
Olympian Academy of Cosmetology,NM,3,1,,,20874.0,23991.0,9500,,538.0
Central New Mexico Community College,NM,1,1,10906.0,3454.0,,36869.0,6612,,15246.0
Navajo Technical University,NM,1,1,11945.0,3307.0,,26364.0,PS,0.1971,1134.0
New Mexico State University-Dona Ana,NM,1,2,12541.0,4621.0,,39067.0,17095,,4812.0
Clovis Community College,NM,1,1,10066.0,3318.0,,34020.0,7250,,1221.0
Eastern New Mexico University-Main Campus,NM,1,3,18503.0,6199.0,,38550.0,16500,0.3981,3186.0
Eastern New Mexico University-Roswell Campus,NM,1,1,12220.0,4171.0,,38550.0,16500,,1312.0
Institute of American Indian and Alaska Native Culture and Arts Development,NM,1,3,23873.0,12322.0,,24505.0,PS,0.2453,307.0
New Mexico Highlands University,NM,1,3,21046.0,14141.0,,45937.0,11399,0.2559,1561.0
New Mexico Junior College,NM,1,2,9150.0,6431.0,,34233.0,11313,,2034.0
New Mexico Military Institute,NM,1,2,18891.0,4686.0,,57410.0,5500,,342.0
University of New Mexico-Gallup Campus,NM,1,2,11378.0,5467.0,,44792.0,18450,,891.0
New Mexico Institute of Mining and Technology,NM,1,3,22872.0,8265.0,,76489.0,19085,0.5636,1122.0
University of New Mexico-Los Alamos Campus,NM,1,2,15550.0,10050.0,,44792.0,18450,,238.0
University of New Mexico-Main Campus,NM,1,3,20973.0,17478.0,,44792.0,18450,0.5253,16686.0
New Mexico State University-Alamogordo,NM,1,2,13482.0,5789.0,,39067.0,17095,,569.0
Southeast New Mexico College,NM,1,2,11794.0,4821.0,,,,,426.0
New Mexico State University-Grants,NM,1,2,15593.0,7729.0,,39067.0,17095,,351.0
New Mexico State University-Main Campus,NM,1,3,20930.0,6747.0,,39067.0,17095,0.5222,11561.0
University of New Mexico-Valencia County Campus,NM,1,2,14710.0,9014.0,,44792.0,18450,,505.0
Northern New Mexico College,NM,1,3,17529.0,5216.0,,38112.0,6000,0.3259,859.0
San Juan College,NM,1,1,13178.0,4526.0,,36513.0,9750,,4228.0
Santa Fe Community College,NM,1,1,15783.0,9215.0,,38005.0,13236,,2234.0
University of the Southwest,NM,2,3,30369.0,,19969.0,45389.0,21303,0.2667,337.0
Southwestern College,NM,2,4,,,,,PS,,
Southwestern Indian Polytechnic Institute,NM,1,2,14221.0,8683.0,,27660.0,PS,,233.0
University of New Mexico-Taos Campus,NM,1,1,16135.0,10385.0,,44792.0,18450,,355.0
Mesalands Community College,NM,1,1,15589.0,10078.0,,32272.0,PS,,357.0
Vogue College of Cosmetology-Santa Fe,NM,3,1,,,23227.0,,6333,,61.0
Western New Mexico University,NM,1,3,21649.0,7912.0,,39095.0,23000,0.3489,1935.0
Vaughn College of Aeronautics and Technology,NY,2,2,47174.0,,39723.0,64973.0,21125,0.3992,1104.0
Adelphi University,NY,2,3,57444.0,,28348.0,75482.0,25000,0.6893,5077.0
SUNY Adirondack,NY,1,2,16664.0,10363.0,,41267.0,14345,,1959.0
Bryant & Stratton College-Albany,NY,2,2,22650.0,,12452.0,32568.0,21549,0.2195,224.0
Albany College of Pharmacy and Health Sciences,NY,2,3,52317.0,,26027.0,131426.0,25500,0.6882,509.0
Albany Law School,NY,2,4,,,,,PS,,
Albany Medical College,NY,2,4,,,,,PS,,
Alfred University,NY,2,3,54516.0,,22701.0,54897.0,26000,0.555,1401.0
Allen School-Brooklyn,NY,3,1,,,25874.0,34186.0,9500,,156.0
The Ailey School,NY,2,1,38671.0,,31130.0,22782.0,17500,,88.0
American Academy of Dramatic Arts-New York,NY,2,2,61369.0,,54625.0,27019.0,12000,,225.0
American Academy McAllister Institute of Funeral Service,NY,2,2,27025.0,,21682.0,54695.0,21150,,282.0
American Musical and Dramatic Academy,NY,2,1,63779.0,,41019.0,26975.0,15250,0.7202,1502.0
Apex Technical School,NY,3,1,,,16076.0,41093.0,9500,,1300.0
Arnot Ogden Medical Center,NY,2,2,,,19982.0,70775.0,PS,,29.0
Associated Beth Rivkah Schools,NY,2,1,27111.0,,18192.0,17686.0,PS,0.7407,289.0
Bank Street College of Education,NY,2,4,,,,,PS,,
Bard College,NY,2,3,81661.0,,31771.0,46543.0,24254,0.7271,2280.0
Barnard College,NY,2,3,84023.0,,39253.0,80516.0,18000,0.9294,3219.0
Berk Trade and Business School,NY,3,1,,,15834.0,49748.0,6333,,161.0
Berkeley College-New York,NY,3,3,39029.0,,25133.0,45884.0,30426,0.4025,1514.0
Berkowits School of Electrolysis,NY,3,1,,,,,PS,,107.0
Beth Hamedrash Shaarei Yosher Institute,NY,2,2,17800.0,,4596.0,,PS,0.35,83.0
Mount Sinai Phillips School of Nursing,NY,2,3,,,,96980.0,19750,1.0,273.0
Brittany Beauty Academy,NY,3,1,,,22033.0,17992.0,6333,,75.0
Boricua College,NY,2,3,23338.0,,14187.0,35348.0,6733,0.7063,401.0
Brittany Beauty Academy,NY,3,1,,,22594.0,18753.0,6333,,149.0
American Beauty School,NY,3,1,,,10067.0,21111.0,3500,,140.0
Brooklyn Law School,NY,2,4,,,,,PS,,
SUNY Broome Community College,NY,1,2,15541.0,8035.0,,39710.0,12000,,3203.0
Bryant & Stratton College-Syracuse North,NY,2,2,21955.0,,9972.0,32568.0,21549,0.25,454.0
Bryant & Stratton College-Buffalo,NY,2,2,23942.0,,14117.0,32568.0,21549,0.275,656.0
Bryant & Stratton College-Greece,NY,2,2,23142.0,,14664.0,32568.0,21549,0.3043,320.0
Canisius University,NY,2,3,42271.0,,18322.0,60681.0,24250,0.7065,1768.0
Capri Cosmetology Learning Centers,NY,3,1,,,18206.0,30190.0,5827,,328.0
St Paul's School of Nursing-Queens,NY,3,2,38134.0,,31766.0,104403.0,25730,,945.0
Cayuga County Community College,NY,1,2,13920.0,7278.0,,38709.0,12000,,1146.0
Central Yeshiva Tomchei Tmimim Lubavitz,NY,2,3,27589.0,,19406.0,35023.0,PS,0.0278,810.0
Christine Valmy International School for Esthetics Skin Care & Makeup,NY,3,1,,,14636.0,,5478,,728.0
Circle in the Square Theatre School,NY,2,1,42500.0,,29537.0,39899.0,PS,,50.0
Clarkson University,NY,2,3,76451.0,,31955.0,89696.0,26000,0.7356,2449.0
Clinton Community College,NY,1,2,15614.0,9385.0,,39246.0,13250,,388.0
Cochran School of Nursing,NY,2,2,,,,99503.0,19625,,112.0
Colgate Rochester Crozer Divinity School,NY,2,4,,,,,PS,,
Colgate University,NY,2,3,83650.0,,29107.0,85139.0,15000,0.9053,3122.0
Metropolitan College of New York,NY,2,3,32786.0,,25180.0,46236.0,27688,0.2474,430.0
Columbia University in the City of New York,NY,2,3,86042.0,,20148.0,102491.0,21500,0.9496,8899.0
Columbia-Greene Community College,NY,1,2,12441.0,5576.0,,44441.0,12000,,900.0
Empire Beauty School-Queens,NY,3,1,,,18439.0,24397.0,10667,,147.0
Continental School of Beauty Culture-Rochester,NY,3,1,,,15659.0,23906.0,6333,,213.0
The Cooper Union for the Advancement of Science and Art,NY,2,3,67088.0,,16478.0,83847.0,15000,0.8032,891.0
Cornell University,NY,2,3,83196.0,,32337.0,104043.0,14000,0.9514,15935.0
Weill Medical College of Cornell University,NY,2,4,,,,104043.0,14000,,
SUNY Corning Community College,NY,1,2,13917.0,8488.0,,38817.0,12000,,1249.0
Pomeroy College of Nursing at Crouse Hospital,NY,2,2,26409.0,,22322.0,83972.0,15250,,179.0
Culinary Institute of America,NY,2,2,54106.0,,31864.0,47475.0,15750,0.6467,2988.0
CUNY Bernard M Baruch College,NY,1,3,13521.0,2978.0,,75971.0,11512,0.7211,15734.0
CUNY Borough of Manhattan Community College,NY,1,2,12187.0,4907.0,,42306.0,7574,,16850.0
CUNY Bronx Community College,NY,1,2,11987.0,4342.0,,41307.0,8384,,5766.0
CUNY Brooklyn College,NY,1,3,13573.0,2943.0,,60752.0,11000,0.5658,10443.0
College of Staten Island CUNY,NY,1,3,14084.0,5115.0,,53501.0,14350,0.3278,9387.0
CUNY City College,NY,1,3,13514.0,3486.0,,66039.0,11990,0.5466,11934.0
CUNY Graduate School and University Center,NY,1,3,,,,65991.0,12584,,3067.0
CUNY Hostos Community College,NY,1,2,12390.0,5001.0,,40485.0,8442,,4883.0
CUNY Hunter College,NY,1,3,13310.0,2446.0,,63163.0,11000,0.6099,16642.0
CUNY John Jay College of Criminal Justice,NY,1,3,13712.0,3046.0,,56195.0,11000,0.5549,11340.0
CUNY Kingsborough Community College,NY,1,2,12998.0,5436.0,,42621.0,7100,,7632.0
CUNY LaGuardia Community College,NY,1,2,13167.0,5699.0,,41653.0,7407,,10556.0
CUNY Lehman College,NY,1,3,13456.0,3482.0,,58013.0,10950,0.4929,10438.0
CUNY Medgar Evers College,NY,1,3,14069.0,5881.0,,46498.0,10988,0.2229,3404.0
CUNY New York City College of Technology,NY,1,3,13404.0,4783.0,,49365.0,10533,0.1941,12950.0
CUNY Queens College,NY,1,3,13643.0,3830.0,,62763.0,10298,0.6016,13060.0
CUNY Queensborough Community College,NY,1,2,11882.0,4620.0,,44214.0,8600,,8803.0
CUNY School of Law,NY,1,4,,,,,PS,,
CUNY York College,NY,1,3,13686.0,4734.0,,56945.0,11000,0.3027,4439.0
CVPH Medical Center School of Radiologic Technology,NY,2,1,,,8609.0,,PS,,19.0
D'Youville  University,NY,2,3,42512.0,,19585.0,66942.0,25000,0.5668,1299.0
Daemen University,NY,2,3,44232.0,,18244.0,61808.0,22091,0.584,1761.0
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,NY,2,3,23750.0,,9400.0,,PS,0.5333,57.0
Dominican University New York,NY,2,3,48001.0,,26187.0,61171.0,25000,0.5677,1083.0
Dutchess Community College,NY,1,2,15709.0,8433.0,,43929.0,10039,,3696.0
Belanger School of Nursing,NY,2,2,24233.0,,24119.0,79677.0,PS,,132.0
Elmira College,NY,2,3,50783.0,,23735.0,57550.0,27000,0.6404,583.0
Erie Community College,NY,1,2,12475.0,6358.0,,41228.0,9250,,5906.0
Fashion Institute of Technology,NY,1,2,29732.0,22024.0,,62696.0,12000,0.8333,7575.0
Finger Lakes Community College,NY,1,2,19411.0,14186.0,,40054.0,12975,,2900.0
Five Towns College,NY,3,3,40792.0,,20799.0,35887.0,21500,0.4898,533.0
Fordham University,NY,2,3,77351.0,,42581.0,85569.0,24300,0.8027,10239.0
Fulton-Montgomery Community College,NY,1,2,14219.0,7803.0,,39535.0,12125,,953.0
Gemological Institute of America-New York,NY,2,1,,,35223.0,42588.0,PS,,313.0
Genesee Community College,NY,1,2,15432.0,7989.0,,39674.0,11622,,1966.0
Hamilton College,NY,2,3,80380.0,,28314.0,78411.0,17000,0.9125,2045.0
Hartwick College,NY,2,3,66623.0,,29800.0,61107.0,27000,0.4615,1099.0
Helene Fuld College of Nursing,NY,2,2,41733.0,,37732.0,111027.0,15250,,722.0
Herkimer County Community College,NY,1,2,17648.0,10530.0,,39199.0,11365,,1144.0
Hilbert College,NY,2,3,40002.0,,22100.0,48309.0,24750,0.4699,922.0
Hobart William Smith Colleges,NY,2,3,80635.0,,31057.0,68831.0,27000,0.7271,1606.0
Hofstra University,NY,2,3,68298.0,,35129.0,69039.0,23621,0.671,6155.0
Houghton University,NY,2,3,29287.0,,21148.0,46721.0,25250,0.6466,867.0
Hudson Valley Community College,NY,1,2,13654.0,7118.0,,45460.0,10625,,6359.0
Hunter Business School,NY,3,1,,,25136.0,36312.0,7937,,1042.0
Iona University,NY,2,3,57336.0,,27951.0,73595.0,25999,0.5744,2731.0
Isabella Graham Hart School of Practical Nursing,NY,2,1,,,16121.0,48143.0,PS,,160.0
Island Drafting and Technical Institute,NY,3,2,30201.0,,21392.0,62379.0,PS,,53.0
Ithaca College,NY,2,3,66162.0,,32965.0,63548.0,24000,0.7411,4350.0
Jamestown Community College,NY,1,2,17300.0,9507.0,,38242.0,10990,,1692.0
Jamestown Business College,NY,3,2,19567.0,,7732.0,34976.0,14800,0.6053,251.0
Jefferson Community College,NY,1,2,17874.0,11012.0,,39991.0,12000,,1523.0
Jewish Theological Seminary of America,NY,2,3,80579.0,,29744.0,92751.0,PS,0.8684,172.0
The Juilliard School,NY,2,3,81090.0,,37903.0,37827.0,25500,0.9,460.0
Kehilath Yakov Rabbinical Seminary,NY,2,3,16625.0,,3074.0,36442.0,PS,0.4694,206.0
Keuka College,NY,2,3,53506.0,,25989.0,58289.0,27000,0.4877,920.0
LIM College,NY,3,3,50471.0,,37514.0,58956.0,24000,0.5299,1133.0
Le Moyne College,NY,2,3,51033.0,,21547.0,62731.0,23000,0.7098,2434.0
Long Island University,NY,2,3,52419.0,,23901.0,59950.0,23577,0.5544,5478.0
Long Island Beauty School-Hempstead,NY,3,1,,,29171.0,17378.0,8254,,47.0
Long Island Business Institute,NY,3,2,19228.0,,11166.0,23438.0,8750,,347.0
Machzikei Hadath Rabbinical College,NY,2,3,20375.0,,8328.0,41527.0,PS,0.2791,129.0
Mandl School-The College of Allied Health,NY,3,2,38957.0,,30873.0,39108.0,20000,,465.0
Manhattan University,NY,2,3,62537.0,,26881.0,86316.0,26000,0.6597,2928.0
Manhattan School of Music,NY,2,3,74277.0,,47599.0,26878.0,26994,0.7826,535.0
Manhattanville University,NY,2,3,55641.0,,25842.0,58832.0,25000,0.5373,1250.0
Maria College of Albany,NY,2,2,23518.0,,16055.0,55458.0,20528,0.4286,702.0
Marion S Whelan School of Nursing of Geneva General Hospital,NY,2,1,14085.0,,14085.0,70771.0,18955,,10.0
Marist University,NY,2,3,63898.0,,39660.0,77819.0,25000,0.7984,5039.0
Marymount Manhattan College,NY,2,3,63837.0,,37037.0,49131.0,25750,0.4981,1627.0
St. Peter's Hospital College of Nursing,NY,2,2,,,,62588.0,14745,,125.0
